frames,blue x,blue y,green x,green y,pink x,pink y,yellow x,yellow y,,,,
71,320.74117647058824,1028.3411764705882,697.1506849315068,780.2191780821918,181.52238805970148,1507.2761194029852,306.4594594594595,1051.0720720720722,,,,
72,333.1666666666667,1031.3939393939395,695.0375,762.4125,188.35036496350364,1508.8102189781023,320.53061224489795,1054.1224489795918,,,,
73,345.84057971014494,1035.1304347826087,691.2164948453608,745.2989690721649,195.70289855072463,1510.3840579710145,334.56976744186045,1058.8372093023256,,,,
74,359.71875,1039.3125,686.8686868686868,729.4040404040404,203.28057553956833,1512.6402877697842,347.70652173913044,1062.0869565217392,,,,
75,374.3636363636364,1043.3333333333333,681.5094339622641,713.7924528301887,211.54198473282443,1514.2900763358778,362.85263157894735,1066.2631578947369,,,,
76,389.17910447761193,1048.6567164179105,674.4090909090909,699.8181818181819,220.16,1516.064,378.71844660194176,1072.2135922330096,,,,
77,403.9166666666667,1053.8333333333333,666.4519230769231,687.4903846153846,228.8046875,1517.84375,395.3181818181818,1076.6272727272728,,,,
78,419.625,1058.5625,656.944,675.952,237.3781512605042,1519.6470588235295,410.72222222222223,1081.398148148148,,,,
79,434.55223880597015,1064.1940298507463,646.648,666.352,245.87301587301587,1521.9920634920634,426.39130434782606,1087.7065217391305,,,,
80,443.66129032258067,1066.274193548387,636.5945945945946,659.1756756756756,256.40287769784175,1525.5611510791366,434.04761904761904,1091.2261904761904,,,,
81,454.17391304347825,1070.072463768116,629.9649122807018,655.514619883041,262.47222222222223,1527.201388888889,444.88421052631577,1094.621052631579,,,,
82,456.55128205128204,1070.8589743589744,630.5459770114943,655.5977011494252,264.60377358490564,1528.0251572327045,447.47474747474746,1095.3838383838383,,,,
83,452.7638888888889,1068.9722222222222,638.3557046979865,658.9261744966443,263.7730061349693,1527.2269938650306,443.4831460674157,1093.6629213483145,,,,
84,447.1168831168831,1066.6363636363637,649.5347222222222,664.75,261.3974358974359,1525.75,436.9830508474576,1090.0,,,,
85,439.0365853658537,1063.2926829268292,660.952380952381,671.2380952380952,258.6056338028169,1523.9859154929577,429.2151898734177,1086.0506329113923,,,,
86,433.7916666666667,1060.1458333333333,671.7482517482517,678.2307692307693,255.8684210526316,1522.1513157894738,422.7972972972973,1082.6891891891892,,,,
87,430.2470588235294,1057.7764705882353,681.7984496124031,685.4341085271318,252.75483870967741,1521.516129032258,420.09859154929575,1081.1971830985915,,,,
88,422.26506024096386,1055.144578313253,690.6569343065694,694.1386861313869,250.75151515151515,1520.8909090909092,412.4782608695652,1075.8985507246377,,,,
89,414.6063829787234,1052.4255319148936,699.1029411764706,702.9264705882352,248.64848484848486,1520.1515151515152,404.5568181818182,1073.5681818181818,,,,
90,410.2083333333333,1050.2083333333333,706.7894736842105,712.203007518797,246.7808988764045,1519.4325842696628,398.9418604651163,1071.546511627907,,,,
91,407.84090909090907,1049.1477272727273,714.2262773722628,719.9635036496351,245.42777777777778,1519.0388888888888,396.38613861386136,1071.3465346534654,,,,
92,402.18390804597703,1046.5402298850574,720.4068965517241,729.1931034482759,244.56441717791412,1518.2638036809815,389.93636363636364,1069.7181818181818,,,,
93,398.1860465116279,1045.046511627907,726.421768707483,737.4897959183673,244.1572327044025,1517.5974842767296,386.3474576271187,1067.7627118644068,,,,
94,395.8,1044.2111111111112,731.5384615384615,745.4895104895105,243.2969696969697,1517.1575757575758,383.53333333333336,1065.388888888889,,,,
95,394.12359550561797,1042.8314606741574,736.8529411764706,753.1985294117648,242.55828220858896,1516.9325153374234,381.4767441860465,1065.2790697674418,,,,
96,390.8235294117647,1042.235294117647,741.1888111888112,760.9230769230769,242.46540880503144,1516.8364779874214,378.2,1064.0,,,,
97,389.60227272727275,1041.625,745.2602739726027,768.582191780822,242.5,1516.8164556962026,376.39814814814815,1063.9444444444443,,,,
98,389.25531914893617,1042.0425531914893,750.2620689655172,775.2689655172413,242.9878787878788,1517.1939393939394,375.7227722772277,1064.3366336633662,,,,
99,388.26881720430106,1041.7956989247311,754.3020134228188,781.5973154362416,243.99375,1517.325,375.51162790697674,1063.8488372093022,,,,
100,387.72340425531917,1040.7659574468084,757.6415094339623,787.3270440251572,245.20987654320987,1517.1296296296296,374.72340425531917,1063.5106382978724,,,,
101,387.9139784946237,1040.47311827957,761.4417177914111,791.9815950920246,246.01176470588234,1516.1411764705883,375.28723404255317,1062.7021276595744,,,,
102,389.05882352941177,1040.6666666666667,765.077922077922,796.4025974025974,246.80116959064327,1516.2923976608188,375.5274725274725,1063.6263736263736,,,,
103,389.3009708737864,1040.4757281553398,767.7730061349694,800.8036809815951,248.2283950617284,1516.6604938271605,375.3103448275862,1063.0229885057472,,,,
104,390.2647058823529,1040.9117647058824,770.9602649006622,804.774834437086,249.20118343195267,1517.3076923076924,376.0,1063.5376344086021,,,,
105,391.76190476190476,1041.5619047619048,774.4551282051282,808.4038461538462,250.6953642384106,1518.0397350993378,377.1609195402299,1063.7011494252874,,,,
106,393.5940594059406,1041.7326732673268,777.4730538922156,811.4131736526946,252.2439024390244,1518.5731707317073,379.04651162790697,1064.7093023255813,,,,
107,395.49557522123894,1042.0884955752213,780.2275449101796,813.5808383233533,254.3170731707317,1518.6463414634147,380.92134831460675,1064.7752808988764,,,,
108,397.64285714285717,1042.6160714285713,783.306358381503,814.6127167630058,256.3885714285714,1519.057142857143,384.55555555555554,1064.079365079365,,,,
109,400.1067961165049,1043.0970873786407,785.6628571428571,815.6685714285715,258.33898305084745,1518.9830508474577,385.8666666666667,1064.0666666666666,,,,
110,403.0,1043.8608695652174,787.8682634730538,816.2574850299401,260.3099415204678,1519.5380116959063,388.11842105263156,1064.8026315789473,,,,
111,405.68695652173915,1044.6869565217391,790.339393939394,816.5515151515151,262.5204678362573,1519.8245614035088,391.8529411764706,1066.0,,,,
112,408.640350877193,1045.9561403508771,792.9006211180124,817.0124223602485,264.9230769230769,1521.1483516483515,394.0285714285714,1069.1571428571428,,,,
113,411.58878504672896,1047.1495327102805,795.2573099415205,816.5204678362574,267.13690476190476,1522.0595238095239,397.56470588235294,1069.1529411764707,,,,
114,415.79824561403507,1047.7631578947369,797.5654761904761,815.8511904761905,270.0059880239521,1522.251497005988,401.1826923076923,1071.8076923076924,,,,
115,419.0243902439024,1048.6666666666667,799.4850299401197,813.9520958083832,272.6168831168831,1522.5064935064936,404.53465346534654,1072.7326732673268,,,,
116,422.5982142857143,1049.642857142857,801.0416666666666,811.6071428571429,275.65405405405403,1523.1027027027028,409.17857142857144,1069.482142857143,,,,
117,426.92622950819674,1051.1147540983607,803.1987951807229,808.7590361445783,278.8048780487805,1524.121951219512,413.89285714285717,1069.5714285714287,,,,
118,431.10084033613447,1051.9579831932774,804.5783132530121,806.3614457831326,281.22151898734177,1524.9810126582279,418.42424242424244,1071.3181818181818,,,,
119,435.75,1053.642857142857,806.1411042944785,803.963190184049,284.4149659863946,1525.7074829931973,421.5211267605634,1074.4084507042253,,,,
120,440.05357142857144,1055.7142857142858,807.6107784431138,800.9820359281437,287.21084337349396,1526.6385542168675,426.04,1075.7066666666667,,,,
121,445.4056603773585,1056.9433962264152,809.3291139240506,797.1582278481013,290.80128205128204,1527.378205128205,431.0759493670886,1077.73417721519,,,,
122,449.98,1058.4,810.2424242424242,793.9878787878788,294.0,1528.1401273885351,437.37974683544303,1079.3291139240507,,,,
123,455.4952380952381,1059.7238095238095,811.3354430379746,790.0632911392405,297.7517730496454,1528.723404255319,442.15,1079.8375,,,,
124,461.12,1061.6,812.5849056603773,785.9245283018868,301.23376623376623,1529.4935064935064,448.77941176470586,1083.514705882353,,,,
125,466.71,1063.49,813.2675159235669,781.2101910828026,305.02777777777777,1530.4930555555557,454.36486486486484,1086.0,,,,
126,472.73636363636365,1065.5727272727272,813.7248322147651,777.5436241610738,308.38582677165357,1531.8267716535433,460.3376623376623,1087.3116883116884,,,,
127,478.3211009174312,1067.633027522936,814.2658227848101,773.1708860759494,312.2647058823529,1533.4779411764705,466.6575342465753,1090.041095890411,,,,
128,485.01801801801804,1069.963963963964,814.6,768.9548387096775,315.48979591836735,1534.843537414966,472.3636363636364,1090.6103896103896,,,,
129,491.2621359223301,1072.2912621359224,814.9068322981367,764.9130434782609,319.7112676056338,1536.161971830986,479.3421052631579,1093.2631578947369,,,,
130,497.8018867924528,1074.632075471698,815.0817610062893,760.4779874213837,324.10769230769233,1536.7846153846153,485.8045977011494,1096.7011494252874,,,,
131,504.7659574468085,1077.0212765957447,814.79375,755.9875,328.1746031746032,1538.1825396825398,492.95412844036696,1099.1376146788991,,,,
132,512.021978021978,1079.5604395604396,814.1309523809524,751.2380952380952,331.8936170212766,1539.7943262411347,500.24657534246575,1103.041095890411,,,,
133,519.0886075949367,1081.8227848101267,813.5028901734104,747.364161849711,336.3098591549296,1540.5070422535211,507.7142857142857,1105.1904761904761,,,,
134,525.4883720930233,1084.6279069767443,812.2857142857143,743.5357142857143,340.81632653061223,1542.3197278911564,515.2317073170732,1106.3902439024391,,,,
135,532.6025641025641,1087.820512820513,811.3275862068965,739.9137931034483,345.1027397260274,1544.2739726027398,522.0307692307692,1108.2153846153847,,,,
136,540.2183908045977,1091.7931034482758,810.1916167664671,736.2335329341317,349.25,1545.7571428571428,530.0392156862745,1115.4705882352941,,,,
137,547.73,1094.59,808.327380952381,732.7083333333334,354.1652892561983,1546.6363636363637,537.25,1116.4038461538462,,,,
138,554.7956989247311,1097.8924731182797,806.8579881656805,729.5266272189349,358.4710743801653,1548.2561983471073,544.8307692307692,1120.753846153846,,,,
139,562.195652173913,1100.304347826087,804.6913580246913,726.0925925925926,363.1913043478261,1549.3565217391304,552.8474576271186,1123.2542372881355,,,,
140,569.6043956043956,1103.868131868132,802.5185185185185,722.820987654321,367.5701754385965,1549.561403508772,560.2333333333333,1123.8,,,,
141,576.3085106382979,1105.5106382978724,800.8304093567251,720.0877192982456,371.8636363636364,1550.4363636363637,564.76,1124.96,,,,
142,577.6666666666666,1104.9354838709678,800.4080459770115,718.8045977011494,375.6875,1551.484375,567.3846153846154,1124.076923076923,,,,
143,584.37,1107.43,800.9814814814815,717.7037037037037,378.2686567164179,1552.2238805970148,572.9310344827586,1127.4827586206898,,,,
144,586.25,1107.3645833333333,804.4113924050633,718.6392405063291,379.8267716535433,1551.4881889763778,575.0625,1125.34375,,,,
145,585.9722222222222,1106.787037037037,809.2013422818792,720.8859060402684,380.46715328467155,1551.4087591240875,574.26,1128.3,,,,
146,586.8365384615385,1106.173076923077,815.5064935064935,723.5,380.35820895522386,1550.4402985074628,576.6666666666666,1128.7368421052631,,,,
147,586.6990291262136,1105.5242718446602,822.4140127388536,727.2420382165606,379.8780487804878,1549.4959349593496,576.1774193548387,1125.6290322580646,,,,
148,586.65,1105.53,828.3503184713376,730.828025477707,379.1736111111111,1549.0902777777778,575.4814814814815,1125.4259259259259,,,,
149,587.3913043478261,1105.8478260869565,834.421052631579,734.7171052631579,378.515625,1548.84375,576.3333333333334,1126.982456140351,,,,
150,586.989898989899,1105.1313131313132,839.7590361445783,738.855421686747,378.376,1548.856,575.3943661971831,1125.0422535211267,,,,
151,585.9230769230769,1104.4065934065934,844.920245398773,742.7546012269938,378.3095238095238,1548.8809523809523,574.4782608695652,1124.9565217391305,,,,
152,586.5096153846154,1104.6923076923076,850.0,746.3558282208589,378.3636363636364,1548.8863636363637,575.8148148148148,1124.7777777777778,,,,
153,587.1165048543689,1104.8543689320388,855.0909090909091,749.3757575757576,378.6,1548.3333333333333,575.7058823529412,1123.5686274509803,,,,
154,587.1730769230769,1104.451923076923,859.3680981595093,752.2085889570552,379.06611570247935,1548.0661157024792,575.66,1123.4,,,,
155,588.87,1104.62,863.5755813953489,755.3197674418604,379.8034188034188,1548.3504273504273,578.3220338983051,1124.949152542373,,,,
156,589.4408602150538,1105.6129032258063,866.96875,757.775,380.5126050420168,1548.81512605042,576.5227272727273,1123.090909090909,,,,
157,591.0813953488372,1106.3372093023256,870.4969696969697,760.030303030303,381.17699115044246,1549.0619469026549,578.0697674418604,1125.7441860465117,,,,
158,592.9222222222222,1107.4444444444443,873.5688622754491,762.1137724550898,382.5042016806723,1549.579831932773,580.2203389830509,1126.0169491525423,,,,
159,594.4235294117647,1107.8823529411766,876.3459119496855,764.0188679245283,382.824,1550.04,582.2698412698413,1126.968253968254,,,,
160,596.6521739130435,1109.2608695652175,879.4069767441861,765.6453488372093,383.7089552238806,1550.6268656716418,584.5,1126.825,,,,
161,598.5955056179776,1110.247191011236,881.6785714285714,766.8511904761905,384.5079365079365,1550.7698412698412,586.9111111111112,1130.4,,,,
162,600.6770833333334,1111.03125,883.7885714285715,767.8228571428572,386.05833333333334,1550.7666666666667,588.9607843137255,1129.1764705882354,,,,
163,602.8152173913044,1111.358695652174,885.7941176470588,768.635294117647,386.6484375,1550.921875,591.34,1129.84,,,,
164,604.8809523809524,1112.1190476190477,887.5142857142857,769.3885714285715,387.2268907563025,1551.563025210084,593.4098360655738,1131.1311475409836,,,,
165,606.9047619047619,1113.107142857143,888.7159090909091,770.0170454545455,388.2894736842105,1551.9473684210527,595.8387096774194,1133.274193548387,,,,
166,608.7252747252747,1114.4175824175825,889.9638554216867,770.789156626506,389.5447154471545,1552.5447154471544,597.4193548387096,1134.483870967742,,,,
167,611.4782608695652,1115.5760869565217,891.5384615384615,771.207100591716,390.45535714285717,1553.5089285714287,600.2,1136.942857142857,,,,
168,613.629213483146,1117.0337078651685,892.9333333333333,771.3454545454546,392.3360655737705,1553.9262295081967,602.3943661971831,1138.7605633802816,,,,
169,616.1647058823529,1118.0823529411764,893.5357142857143,771.2797619047619,393.38461538461536,1554.2735042735044,605.3623188405797,1139.1884057971015,,,,
170,618.9302325581396,1119.2906976744187,893.9580838323353,770.9221556886228,394.2931034482759,1555.2155172413793,607.9722222222222,1140.5,,,,
171,621.5402298850574,1120.6436781609195,894.3272727272728,770.6545454545454,396.1981981981982,1555.3153153153153,610.6233766233767,1142.155844155844,,,,
172,624.3720930232558,1122.046511627907,894.9322033898305,770.1638418079096,397.52142857142854,1556.1214285714286,613.7083333333334,1142.4166666666667,,,,
173,626.9166666666666,1123.4761904761904,895.0924855491329,769.7225433526012,398.9274193548387,1556.3306451612902,616.377358490566,1143.0566037735848,,,,
174,630.040404040404,1125.5353535353536,895.3480662983426,769.3425414364641,400.0514705882353,1557.3308823529412,619.0,1143.9666666666667,,,,
175,632.6476190476191,1127.2380952380952,895.4885057471264,769.0057471264367,401.8030303030303,1557.8030303030303,621.7857142857143,1145.0714285714287,,,,
176,634.2735849056604,1127.5849056603774,895.093567251462,768.5906432748538,403.5952380952381,1558.1507936507937,623.3877551020408,1146.1632653061224,,,,
177,635.847619047619,1128.2761904761905,895.7352941176471,768.2529411764706,404.576,1558.664,625.2641509433962,1146.6603773584907,,,,
178,636.8686868686868,1128.5252525252524,896.1179775280899,767.9325842696629,404.98571428571427,1558.4642857142858,626.1754385964912,1146.6315789473683,,,,
179,637.3440860215054,1128.5376344086021,896.3815028901735,768.2774566473988,405.731884057971,1558.6014492753623,626.8181818181819,1146.6363636363637,,,,
180,637.4141414141415,1129.040404040404,897.0114942528736,768.6264367816092,406.07586206896553,1559.4827586206898,626.34,1149.04,,,,
181,637.945054945055,1129.2417582417581,897.3975903614457,768.789156626506,406.589552238806,1559.8283582089553,627.0612244897959,1148.2448979591836,,,,
182,639.1145833333334,1129.53125,898.1085714285714,769.3142857142857,407.19727891156464,1560.204081632653,628.5918367346939,1148.1836734693877,,,,
183,639.7604166666666,1129.96875,898.5872093023256,769.5232558139535,407.49006622516555,1560.2450331125829,628.170731707317,1150.3658536585365,,,,
184,640.9166666666666,1130.1979166666667,899.2528089887641,769.5449438202247,408.0625,1560.1805555555557,628.7666666666667,1149.2,,,,
185,640.8936170212766,1130.0,899.7765363128492,769.7094972067039,408.15107913669067,1560.071942446043,628.8064516129032,1148.8387096774193,,,,
186,640.98,1130.11,900.1618497109827,770.0346820809249,408.2265625,1559.9140625,629.4186046511628,1148.7674418604652,,,,
187,641.3157894736842,1130.1157894736841,900.9638554216867,770.4156626506024,407.9453125,1559.9375,629.4186046511628,1148.7674418604652,,,,
188,640.564705882353,1130.0823529411764,901.72,771.1885714285714,407.9453125,1559.9375,629.4186046511628,1148.7674418604652,,,,
189,640.6627906976744,1130.0232558139535,902.6802325581396,771.6802325581396,407.9548872180451,1559.9473684210527,629.6590909090909,1148.909090909091,,,,
190,640.6493506493506,1130.7402597402597,903.1052631578947,772.5497076023391,408.08730158730157,1560.1984126984128,629.4,1149.9142857142858,,,,
191,641.1807228915662,1130.566265060241,903.7588235294118,773.0529411764705,408.2578125,1560.03125,631.3611111111111,1149.0833333333333,,,,
192,641.7368421052631,1130.7894736842106,904.4882352941177,773.5882352941177,407.8581081081081,1559.777027027027,630.4857142857143,1148.2,,,,
193,642.4722222222222,1130.6944444444443,905.3786982248521,773.5857988165681,407.90344827586205,1559.6896551724137,631.44,1148.64,,,,
194,643.1216216216217,1131.054054054054,905.8418079096045,773.6610169491526,408.00714285714287,1559.6714285714286,631.5333333333333,1149.3111111111111,,,,
195,643.1594202898551,1130.9710144927535,906.5696202531645,774.126582278481,407.9928057553957,1559.6690647482014,632.3469387755102,1149.591836734694,,,,
196,643.6966292134831,1131.4943820224719,907.6395348837209,774.9302325581396,407.97744360902254,1559.8646616541353,631.8125,1150.5,,,,
197,643.5581395348837,1132.093023255814,908.1834319526628,775.7988165680473,408.1044776119403,1559.8358208955224,631.9491525423729,1151.2881355932204,,,,
198,644.7411764705882,1132.235294117647,909.2721893491124,776.4852071005918,408.1461538461538,1560.0461538461539,633.0,1151.576923076923,,,,
199,645.2125,1132.1,909.9575757575758,776.7939393939394,408.1138211382114,1560.0731707317073,632.8,1151.62,,,,
